investor_id,investor_name_canonical,investor_type,hq_country,founded_year,aum_usd_m,is_active,source_system,last_updated_ts_raw
INV0015395,Insight Cascade Associates,PE,FR,1992,6824,Y,REF_FEED_B,16-Sep-2024 05:15:45
INV0020443,Southpoint Crown Group,CORP_VENTURE,DE,2007,3441,Y,REF_FEED_A,2024-07-26 23:03:02
INV0019438,Atlas Stellar Partners,VC,JP,1999,4009,Y,REF_FEED_B,07-Dec-2023 04:08:39
INV0003545,Majestic Granite Partners,VC,NL,1995,6696,Y,REF_FEED_B,2023-10-26 12:46:31
INV0002868,Kinetic Matrix Asset Management,VC,DK,1989,21818,Y,MANUAL,2022-05-31 16:00:44
INV0012635,Alpha Granite Growth Partners,VC,DK,1992,22642,Y,REF_FEED_B,2024-04-21 23:25:59
INV0018006,Atlas Legacy Advisors,HEDGE_FUND,BE,1987,756,Y,MANUAL,2024-11-10 01:37:20
INV0018867,Capital Highland Ventures,VC,,2014,266,Y,REF_FEED_B,23-May-2022 05:40:28
INV0010810,Redwood National Growth Partners,SOVEREIGN_FUND,AU,1961,3449,Y,REF_FEED_A,2024-01-28 02:19:28
INV0004571,Spectrum Ignite Equity,CORP_VENTURE,BE,1999,16752,N,MANUAL,2024-05-08 07:40:35
INV0015488,Southpoint Northstar Investments,VC,NO,1997,7656,Y,MANUAL,28/05/2023 11:16:33
INV0006455,Meridian Eastgate Advisors,PE,FR,1965,3598,Y,MANUAL,2024-05-16 00:55:51
INV0012163,Endeavor Blackridge Investments,PE,SG,1954,5683,Y,REF_FEED_A,2023-01-30 18:13:02
INV0001879,Fortune Sirius Capital Partners,SOVEREIGN_FUND,GB,1978,4319,Y,REF_FEED_A,2024-06-05 23:08:14
INV0013564,Momentum Royal Fund,VC,AU,2009,1130,Y,REF_FEED_B,28-Dec-2023 19:54:17
INV0021582,Cascade Greenfield Ventures,PE,NL,1991,8564,Y,REF_FEED_A,2023-01-20 06:41:13
INV0012611,Legacy National Investment Partners,VC,LU,1952,4645,Y,REF_FEED_A,2022-06-11 14:48:07
INV0024076,Insight Jubilee Investments,ANGEL,AU,2006,4618,Y,REF_FEED_A,2023-02-04 16:30:58
INV0003898,Empire Frontier Equity,PE,GB,2008,1199,Y,REF_FEED_B,11-Nov-2022 16:33:22
INV0022132,Bluerock Delta Asset Management,SOVEREIGN_FUND,LU,1954,5981,N,REF_FEED_A,2023-08-27 12:56:52
INV0011858,Genesis Mountainview Group,VC,LU,1984,5536,Y,MANUAL,2024-05-19 06:07:23
INV0011643,Highland Fortune Capital,HEDGE_FUND,GB,1952,$18270,Y,REF_FEED_B,2023-06-26 07:47:18
INV0002730,Fusion Majestic Advisors,PE,DK,2021,1620,Y,REF_FEED_A,1732429275000
INV0018286,Goldpoint Genesis Capital Partners,VC,GB,1982,3371,Y,REF_FEED_A,2023-02-07 12:51:51
INV0006851,Omega Oakwood Ventures,VC,IE,1963,$1963,Y,REF_FEED_A,1669616584000
INV0000415,Mountainview Private Equity,PE,FR,1970,"2,075",Y,REF_FEED_B,22-Oct-2023 20:30:56
INV0007888,Legacy Summit Capital Partners,SOVEREIGN_FUND,JP,1982,5289,Y,REF_FEED_A,2022-08-01 04:43:31
INV0019198,Ironwood Regal Fund,SOVEREIGN_FUND,DK,2018,5092,Y,MANUAL,2022-07-17 04:30:01
INV0006387,Riverside Jupiter Holdings,PE,SG,2006,144,Y,REF_FEED_A,2023-10-10 19:45:12
INV0017508,Evergreen Royal Capital Partners,VC,US,2003,38752,Y,REF_FEED_B,03-Nov-2023 14:33:53
INV0022650,Oakwood Eastgate Fund,VC,CN,1995,12918,Y,REF_FEED_B,2023-03-16 09:47:09
INV0022648,Royal Coastal Equity,PE,CA,1990,698,Y,MANUAL,06/11/2023 08:58:31
INV0005068,National Imperial Associates,VC,SE,2002,445,Y,REF_FEED_A,2022-05-27 10:08:51
INV0019799,Terra Nexus Partners,CORP_VENTURE,LU,1972,4577,Y,REF_FEED_B,2023-04-18 13:41:16
INV0006486,Midland Jubilee Fund,PE,SG,1963,4781,Y,REF_FEED_A,1657143912000
INV0024732,Prime Genesis Capital Partners,PE,CH,1978,14231,Y,REF_FEED_B,2022-08-29 15:04:46
INV0006334,Sterling Quantum Capital,ANGEL,NO,1998,20701,Y,MANUAL,2023-09-26 21:20:58
INV0020553,Beacon Frontier Investment Partners,ANGEL,CA,1968,6591,Y,REF_FEED_A,2022-03-17 06:30:40
INV0016745,Endeavor Delta Growth Partners,PE,DK,1982,1533,Y,MANUAL,2022-03-10 00:28:58
INV0005933,Imperial Momentum Associates,VC,IE,2013,"2,597",Y,REF_FEED_A,2022-02-14 16:07:39
INV0023450,Synergy Alpha Private Equity,PE,IE,2002,9986,Y,MANUAL,2022-04-28 21:13:25
INV0022050,Oakwood Synergy Private Equity,PE,CN,1998,4154,Y,MANUAL,2024-03-24 17:14:31
INV0008066,Kinetic Alpha Holdings,VC,GB,2015,12422,Y,REF_FEED_B,17-Sep-2024 14:34:36
INV0010920,Omega Lowland Private Equity,VC,CN,1962,22223,N,MANUAL,2023-11-13 11:42:05
INV0017829,Eclipse Kings Investments,ANGEL,FR,1956,32162,Y,MANUAL,2024-06-11 03:34:28
INV0023944,Luminous Jubilee Capital Partners,VC,FI,1970,476,Y,MANUAL,2023-08-07 17:11:52
INV0001788,Vector Royal Capital,VC,AU,1967,4707,Y,REF_FEED_A,2024-12-07 05:23:18
INV0012029,Vector Eastgate Partners,PE,CA,2021,2711,Y,MANUAL,2024-07-19 00:01:42
INV0000037,Stratos Holdings,VC,FR,1950,2330,Y,MANUAL,2023-04-07 07:35:14
INV0019677,Crown Cascade Asset Management,PE,AU,1957,1247,Y,REF_FEED_A,2023-10-08 07:01:53
INV0007768,Evergreen Sterling Ventures,PE,DK,2008,3503,Y,REF_FEED_B,02-Jul-2024 11:03:12
INV0004188,Lakefront Vertex Group,VC,LU,1966,1976,Y,REF_FEED_A,2022-10-06 06:32:30
INV0008868,Meridian Spectrum Advisors,VC,US,1955,6704,Y,REF_FEED_A,2022-02-27 02:58:55
INV0011826,Granite Whitehorse Investment Partners,VC,US,1974,503,Y,REF_FEED_A,2024-10-14 03:32:57
INV0001556,Blackridge Beta Equity,HEDGE_FUND,FI,2008,2834,Y,REF_FEED_B,16-Feb-2022 09:41:54
INV0011722,Silverstone Orion Partners,VC,IN,1990,9330,Y,REF_FEED_B,21-Apr-2022 01:51:31
INV0007253,Cascade Genesis Asset Management,CORP_VENTURE,BE,1969,1763,N,REF_FEED_A,2024-05-29 21:29:05
INV0006399,Capital Terra Capital Partners,VC,CA,1997,7698,Y,REF_FEED_A,2023-08-11 23:11:45
INV0017293,Summit Kings Investment Partners,,DE,2010,16816,Y,REF_FEED_B,28-Feb-2023 22:09:49
INV0020127,Apex Genesis Management,ANGEL,FR,1993,7044,Y,REF_FEED_A,2023-04-04 16:36:14
INV0014327,Terra Sterling Fund,PE,CA,2001,4100,Y,MANUAL,2023-07-02 08:25:47
INV0020403,Aurora Greenfield Ventures,ANGEL,CA,2018,4002,Y,REF_FEED_B,23-Sep-2023 22:33:43
INV0003709,Vanguard Whitehorse Associates,PE,SG,2019,2835,Y,REF_FEED_A,1661666983000
INV0012427,Vanguard Liberty Holdings,HEDGE_FUND,LU,1983,3115,Y,REF_FEED_A,2023-02-03 20:04:15
INV0024649,Unity Aurora Management,VC,GB,1956,"17,441",Y,REF_FEED_A,2024-02-19 04:42:47
INV0019014,Granite Lowland Advisors,ANGEL,US,1988,2416,Y,REF_FEED_B,11-Jan-2024 06:59:07
INV0017694,Liberty Insight Capital,VC,SE,1961,810,N,REF_FEED_A,2024-08-14 10:30:35
INV0005776,Alpha Stellar Capital,HEDGE_FUND,US,2010,20386,Y,REF_FEED_A,2022-05-18 12:06:30
INV0014489,Pacific Sapphire Investment Partners,SOVEREIGN_FUND,SG,1986,2675,Y,REF_FEED_B,11-May-2024 03:58:43
INV0013577,Pinehill Pinnacle Partners,VC,AE,1983,2754,N,REF_FEED_A,2024-11-01 09:59:03
INV0018512,Liberty Global Associates,PE,IE,2012,590,Y,REF_FEED_B,16-Mar-2024 15:32:33
INV0022271,Zenith Valleypoint Capital Partners,VC,US,2015,3567,Y,REF_FEED_B,2022-10-17 08:54:43
INV0007074,Apex Southpoint Capital,VC,AE,1995,2310,N,MANUAL,2023-09-03 14:01:09
INV0012013,Jubilee Beta Investments,PE,FR,2010,183,Y,REF_FEED_B,13-Feb-2022 00:22:57
INV0020003,Global Titan Investments,HEDGE_FUND,CN,1981,3656,Y,MANUAL,2024-05-11 23:23:35
INV0024593,Diamond Regal Private Equity,PE,AE,2003,13188,Y,MANUAL,2023-05-23 16:18:07
INV0010335,Omega Fortune Private Equity,ANGEL,US,1960,893,Y,REF_FEED_A,1702350461000
INV0021510,Venture Coastal Management,ANGEL,DE,2007,10925,Y,REF_FEED_A,2022-07-22 10:01:42
INV0001747,Granite Private Equity,VC,AE,1958,10103,Y,MANUAL,2022-02-20 06:13:38
INV0018350,Sterling Stellar Holdings,VC,SE,1959,989,Y,REF_FEED_A,2024-08-22 22:11:08
INV0008880,Majestic Horizon Fund,VC,LU,1978,9354,Y,REF_FEED_A,2023-03-23 02:13:07
INV0018462,Genesis Valleypoint Group,SOVEREIGN_FUND,NL,1975,1501,Y,REF_FEED_A,2024-03-07 23:26:53
INV0011081,Phoenix Beacon Investment Partners,VC,FR,1968,958,Y,MANUAL,16/08/2022 18:17:56
INV0007261,Ascend Eastgate Advisors,VC,CN,1996,5296,Y,REF_FEED_B,01-Dec-2022 15:56:59
INV0015576,Midland Vector Holdings,CORP_VENTURE,CA,2008,13811,Y,REF_FEED_B,23-Sep-2022 13:23:52
INV0017562,Noble Goldpoint Investment Partners,VC,AE,1970,4051,Y,REF_FEED_A,2023-06-28 08:27:28
INV0004039,Momentum Fusion Management,VC,JP,1973,7951,Y,REF_FEED_B,29-Jan-2022 18:05:59
INV0011598,Spectrum Beacon Associates,SOVEREIGN_FUND,SE,1995,455,Y,REF_FEED_B,23-May-2024 22:27:40
INV0003706,Regal Sterling Group,PE,GB,2007,1526,Y,REF_FEED_B,19-Dec-2024 04:41:56
INV0022182,Ironwood Polaris Partners,PE,CA,1957,667,N,REF_FEED_A,2022-03-14 21:17:28
INV0003956,Imperial Pinnacle Capital,VC,DK,1995,2083,Y,REF_FEED_B,16-May-2024 10:19:38
INV0024323,Polaris Luminous Capital Partners,ANGEL,SE,1994,11919,Y,REF_FEED_A,2023-12-15 15:46:08
INV0013545,Olympic Northstar Capital Partners,VC,DK,1979,514,Y,MANUAL,2022-02-26 00:32:43
INV0011568,Nexus Highland Holdings,VC,NL,1967,1897,Y,REF_FEED_B,2024-01-04 20:12:03
INV0003429,Synergy Imperial Capital Partners,VC,SG,1969,1047,Y,MANUAL,28/08/2023 00:25:19
INV0019492,Southpoint Capital Asset Management,ANGEL,DE,2015,4309,Y,REF_FEED_A,2022-04-08 10:24:09
INV0002508,Ironwood Aurora Asset Management,VC,NL,2002,2246,Y,REF_FEED_B,10-Feb-2024 04:38:42
INV0017456,Orion Delta Capital,HEDGE_FUND,IN,2015,4052,Y,MANUAL,2022-10-29 06:48:29
INV0004682,Capital Ignite Fund,PE,LU,1971,5681,Y,REF_FEED_B,17-Jun-2023 03:27:23
INV0017839,Vanguard National Fund,CORP_VENTURE,GB,1955,5121,Y,REF_FEED_A,2022-05-06 20:26:33
INV0008403,Terra Granite Asset Management,PE,LU,2014,912,Y,REF_FEED_B,31-Mar-2022 05:47:33
INV0010860,Zenith Endeavor Capital,PE,US,2019,6413,Y,MANUAL,02/06/2023 11:36:15
INV0015259,Synergy Northstar Partners,SOVEREIGN_FUND,DE,2015,29265,Y,MANUAL,2023-04-04 22:14:39
INV0004748,Atlas Keystone Growth Partners,PE,DK,2000,5413,Y,REF_FEED_B,26-Jun-2024 06:58:53
INV0016382,Vanguard National Equity,VC,DE,1966,1425,Y,REF_FEED_A,2023-11-28 03:28:33
INV0006712,Lakefront Kinetic Growth Partners,HEDGE_FUND,SE,1955,3454,N,REF_FEED_B,14-Oct-2022 23:49:44
INV0005493,Whitehorse Global Private Equity,CORP_VENTURE,US,1956,1429,Y,REF_FEED_A,2023-09-18 17:46:47
INV0022000,Vertex Capital Growth Partners,VC,SG,1965,5406,Y,REF_FEED_B,02-Oct-2024 05:12:01
INV0012808,Catalyst Mountainview Capital Partners,VC,SG,1989,5060,Y,REF_FEED_A,2023-08-31 12:48:02
INV0009863,Valleypoint Synergy Holdings,ANGEL,SE,1950,7618,Y,REF_FEED_A,2024-09-01 14:42:04
INV0010513,Whitehorse Jupiter Investments,PE,IE,2013,1155,Y,REF_FEED_B,2024-06-13 05:02:39
INV0011688,Aurora Regal Associates,ANGEL,CH,1983,2154,Y,REF_FEED_B,2023-02-25 22:31:41
INV0011418,Granite Ascend Associates,VC,DK,1968,670,Y,REF_FEED_B,02-Jun-2024 10:45:41
INV0011200,Fortune Coastal Capital Partners,PE,DK,1971,255,Y,REF_FEED_A,2022-04-06 21:09:52
INV0006049,Global Eclipse Group,VC,DE,1975,18941,Y,REF_FEED_A,2024-08-28 00:40:07
INV0014830,Meridian Phoenix Ventures,VC,IN,1967,33479,Y,REF_FEED_A,2023-03-24 00:09:03
INV0001810,Sterling Blackridge Capital,CORP_VENTURE,SG,1992,8247,Y,REF_FEED_B,26-Aug-2024 03:59:45
INV0021129,Prime Sapphire Growth Partners,PE,CA,1987,15873,Y,REF_FEED_A,2024-03-22 02:17:11
INV0007676,Mountainview Diamond Private Equity,VC,AU,2009,8639,N,MANUAL,11/05/2023 16:07:13
INV0015189,Luminous Legacy Capital Partners,VC,SE,1973,5112,Y,REF_FEED_B,2022-05-18 19:27:07
INV0010108,Pinnacle Olympic Investments,ANGEL,IE,2002,23604,Y,REF_FEED_A,2024-03-05 08:56:51
INV0024050,Mountainview Stellar Investments,VC,CN,1961,17762,Y,REF_FEED_A,2022-10-21 19:40:47
INV0001716,Nova Lowland Advisors,HEDGE_FUND,CN,1964,7239,Y,REF_FEED_B,26-Dec-2024 02:52:36
INV0008995,Luminous Ironwood Fund,VC,IE,1954,1912,Y,MANUAL,2023-05-26 15:52:05
INV0007615,Regal Keystone Partners,VC,GB,1992,927,Y,MANUAL,05/09/2023 08:41:37
INV0008677,Legacy Evergreen Capital,VC,AU,1989,1980,Y,REF_FEED_B,2022-09-01 19:10:07
INV0006437,Northstar Pinehill Partners,PE,FI,1997,2480,Y,REF_FEED_A,2024-10-23 16:49:37
INV0016666,Diamond Blackridge Investment Partners,PE,NL,2007,2359,Y,REF_FEED_A,2024-09-23 18:23:56
INV0018415,Sigma Titan Capital,,BE,1996,4950,Y,REF_FEED_A,2022-08-14 02:47:16
INV0005829,Ironwood Aurora Equity,PE,NO,1993,1118,Y,REF_FEED_A,1695330340000
INV0010639,Jubilee Ascend Capital,PE,LU,1967,792,Y,REF_FEED_A,2023-10-13 20:27:58
INV0023076,Stratos Prime Growth Partners,ANGEL,CH,1953,1557,Y,MANUAL,2023-12-15 05:22:48
INV0022949,Atlas Jubilee Capital,HEDGE_FUND,CH,1953,1781,Y,REF_FEED_B,25-Jan-2024 10:52:12
INV0015411,Bluerock Kinetic Group,ANGEL,IN,2006,2617,Y,REF_FEED_A,2023-03-29 21:52:40
INV0019094,Vertex Lighthouse Asset Management,ANGEL,JP,2017,2784,Y,REF_FEED_B,13-Jul-2022 02:53:56
INV0007352,Alpha Orion Investment Partners,VC,CH,2000,2918,Y,MANUAL,2022-08-28 16:05:57
INV0001650,Gamma Equity,VC,NL,1981,1486,Y,MANUAL,15/11/2023 03:10:19
INV0022986,Harbor Northstar Holdings,VC,GB,2002,3661,Y,REF_FEED_A,2024-01-07 05:40:54
INV0022691,Pacific Imperial Private Equity,CORP_VENTURE,SE,1954,735,N,REF_FEED_B,05-Sep-2022 22:33:22
INV0001251,Vertex Equity,PE,BE,1967,8693,Y,REF_FEED_A,2024-04-19 22:45:09
INV0006930,Lowland Sapphire Asset Management,VC,FI,1961,591,Y,REF_FEED_B,2022-09-16 00:01:43
INV0001110,Stellar Partners,SOVEREIGN_FUND,DE,1981,63889,Y,REF_FEED_A,1687692168000
INV0006532,Cedarpoint Fusion Capital Partners,ANGEL,FI,2008,20223,Y,REF_FEED_B,29-Aug-2022 12:25:06
INV0021859,Lakefront Silverstone Holdings,HEDGE_FUND,LU,1976,5446,Y,REF_FEED_A,2024-12-07 04:16:32
INV0007237,Noble National Growth Partners,VC,DE,2014,9778,N,REF_FEED_A,2022-08-19 10:30:27
INV0013310,Prime Oakwood Ventures,VC,DE,1978,791,Y,MANUAL,08/20/2022 07:33:24
INV0018710,Zenith Sterling Investment Partners,PE,SE,1982,7081,Y,REF_FEED_B,2023-03-26 02:23:42
INV0018340,Oakwood Northstar Capital,HEDGE_FUND,FI,1970,3305,Y,REF_FEED_A,2023-03-24 01:15:09
INV0008992,Cascade Midland Capital Partners,CORP_VENTURE,CH,2001,7553,Y,REF_FEED_A,1658350616000
INV0018154,Royal Stratos Asset Management,ANGEL,BE,1962,24937,Y,MANUAL,01/07/2022 19:20:58
INV0004862,Cedarpoint Pacific Asset Management,CORP_VENTURE,DE,2003,6673,Y,REF_FEED_A,2022-06-17 23:13:34
INV0002304,Nova Management,ANGEL,NO,1995,928,Y,MANUAL,04/10/2023 05:54:13
INV0010845,Venture Beacon Capital,ANGEL,CA,1962,2808,Y,REF_FEED_A,2022-05-06 02:13:45
INV0006909,Phoenix Stellar Group,ANGEL,BE,1965,18441,N,REF_FEED_A,2024-08-27 20:02:48
INV0017378,Valleypoint Ironwood Fund,PE,CH,1998,877,Y,REF_FEED_B,13-Aug-2024 01:23:58
INV0012871,Stratos Northbridge Ventures,PE,CA,1984,2661,N,MANUAL,12/26/2022 08:01:17
INV0012437,Bayshore Noble Partners,VC,FR,1961,13262,Y,MANUAL,08/28/2023 20:49:58
INV0014190,Coastal Sirius Holdings,VC,CA,2008,"34,054",Y,REF_FEED_B,22-Nov-2024 10:17:20
INV0008911,Prime Zenith Growth Partners,PE,AE,2000,$2103,Y,REF_FEED_B,11-Sep-2022 17:55:33
INV0017767,Aurora Regal Ventures,PE,BE,2018,337,Y,REF_FEED_A,2022-11-12 04:38:01
INV0008582,Coastal Royal Growth Partners,PE,BE,1952,"2,700",Y,REF_FEED_A,2023-02-13 08:16:55
INV0024161,Midland Royal Associates,CORP_VENTURE,CA,1979,14707,Y,REF_FEED_B,2022-09-01 17:54:31
INV0018322,Lighthouse Sapphire Asset Management,VC,IE,2001,3330,N,REF_FEED_A,2022-01-22 14:42:39
INV0022910,Eclipse Nova Equity,PE,FR,1964,323,Y,REF_FEED_B,2024-04-03 21:14:00
INV0008251,Highland Capital Private Equity,ANGEL,FR,1951,750,Y,REF_FEED_B,2022-09-28 02:57:23
INV0001258,Lakefront Blackridge Growth Partners,VC,FI,1998,12530,Y,REF_FEED_A,2023-11-13 10:41:53
INV0006681,Mountainview Redwood Ventures,VC,GB,2012,1182,Y,REF_FEED_A,2022-09-22 23:57:41
INV0008931,Majestic Pinnacle Advisors,HEDGE_FUND,LU,2005,1537,Y,REF_FEED_A,2023-09-25 03:15:55
INV0015348,Equity Blackridge Management,ANGEL,NO,2014,28328,Y,REF_FEED_B,20-Oct-2023 12:07:39
INV0000271,Synergy Private Equity,PE,IE,1988,668,Y,REF_FEED_A,2022-03-07 10:27:40
INV0018798,Venture Luminous Private Equity,PE,NO,1996,1680,N,MANUAL,07/27/2022 02:36:14
INV0015822,Endeavor Crown Advisors,VC,NO,2000,1522,Y,REF_FEED_B,10-Feb-2024 23:39:48
INV0002823,Luminous Sirius Management,SOVEREIGN_FUND,CA,1983,3657,Y,REF_FEED_A,2023-09-28 22:39:06
INV0018563,Northbridge Beta Equity,VC,CA,1981,"1,630",Y,REF_FEED_A,1710108098000
INV0001974,Spectrum Luminous Associates,VC,DE,2012,1379,Y,REF_FEED_A,2023-07-29 22:49:47
INV0022733,Sterling Imperial Holdings,VC,CA,1987,5620,Y,REF_FEED_B,2024-06-09 14:11:35
INV0024609,Nexus Majestic Asset Management,PE,DE,1952,1930,Y,REF_FEED_A,2023-12-09 03:08:43
INV0013629,Sapphire Eclipse Growth Partners,PE,CH,1961,1121,Y,REF_FEED_A,2023-06-01 09:32:01
INV0000268,Crown Equity,,US,1991,5866,Y,REF_FEED_B,02-Feb-2023 02:45:44
INV0016665,Equity Evergreen Advisors,PE,SE,1989,1361,Y,REF_FEED_B,2023-10-17 14:47:26
INV0007546,Ironwood Ascend Growth Partners,VC,JP,1994,2249,Y,REF_FEED_A,2024-03-01 22:41:31
INV0002771,Kinetic Lighthouse Investment Partners,CORP_VENTURE,CA,2018,30332,Y,REF_FEED_A,2024-10-28 01:10:26
INV0018337,Sirius Capital Associates,ANGEL,SG,1990,1202,Y,REF_FEED_A,2023-02-01 13:01:06
INV0002330,Highland Holdings,VC,SE,2020,5611,Y,MANUAL,2022-01-08 00:29:22
INV0000724,Global Private Equity,ANGEL,SE,2018,12928,Y,REF_FEED_A,2024-01-04 21:02:19
INV0005936,Cascade Evergreen Partners,ANGEL,BE,1988,7987,Y,REF_FEED_B,09-Dec-2022 05:43:19
INV0023474,Momentum Southpoint Advisors,PE,DE,1953,665,Y,REF_FEED_A,2022-09-19 10:25:35
INV0011276,Kinetic Noble Group,PE,AU,1987,$10704,Y,REF_FEED_B,01-Jun-2024 00:24:54
INV0009468,Regal Equity Holdings,VC,CH,1985,654,Y,REF_FEED_A,2022-06-16 20:58:28
INV0014404,Diamond Fortune Asset Management,VC,GB,1977,1585,Y,REF_FEED_A,2022-06-13 18:29:24
INV0007992,Gamma Summit Associates,SOVEREIGN_FUND,FI,1976,"2,417",Y,REF_FEED_B,2024-06-22 02:43:36
INV0011015,Liberty Granite Growth Partners,PE,IE,1986,3183,Y,REF_FEED_B,12-Apr-2022 19:05:34
INV0013012,Eastgate Nexus Asset Management,CORP_VENTURE,BE,2019,27926,Y,REF_FEED_A,1696957482000
INV0016050,Luminous Genesis Private Equity,ANGEL,FR,2013,3113,Y,MANUAL,2024-05-19 12:33:14
INV0001895,Olympic National Equity,VC,IN,1954,2117,Y,MANUAL,2022-04-22 22:00:06
INV0016823,Quantum Ironwood Capital Partners,PE,SG,1996,983,Y,MANUAL,2024-08-28 22:09:50
INV0010457,Nexus Prime Capital,VC,US,1960,1782,Y,REF_FEED_A,1709955970000
INV0000319,Noble Advisors,PE,NL,1992,"3,111",Y,REF_FEED_B,24-Jul-2024 18:00:08
INV0001537,Vector Delta Growth Partners,PE,CH,1984,15379,Y,REF_FEED_A,2023-06-16 05:53:06
INV0001472,Capital Ascend Partners,CORP_VENTURE,NL,2006,1200,Y,REF_FEED_B,05-Sep-2023 08:00:52
INV0017640,Redwood Bluerock Investments,VC,FI,1950,1315,Y,MANUAL,2023-01-25 10:25:51
INV0015527,Southpoint Bluerock Capital,VC,FR,2009,1669,Y,REF_FEED_A,2022-04-11 19:49:05
INV0001370,Vertex Matrix Fund,ANGEL,DE,1975,"15,759",Y,REF_FEED_A,2023-04-25 14:06:31
INV0000741,Granite Horizon Fund,HEDGE_FUND,AU,1954,1677,Y,MANUAL,11/08/2024 16:09:11
INV0016998,Ignite Aurora Equity,PE,IN,1999,7691,Y,MANUAL,2024-08-20 14:00:03
INV0014531,Zenith Liberty Investments,CORP_VENTURE,IE,1982,19421,Y,MANUAL,24/05/2024 19:03:24
INV0001189,Apex Partners,CORP_VENTURE,DK,1966,1433,Y,REF_FEED_B,26-Oct-2022 10:28:52
INV0010258,Beta Delta Partners,VC,LU,1980,6788,N,REF_FEED_B,2024-02-01 23:34:54
INV0021174,Catalyst Coastal Ventures,ANGEL,SG,1988,1917,N,REF_FEED_A,2024-01-26 23:10:59
INV0013859,Pacific Crown Fund,VC,FI,1998,4310,Y,MANUAL,2022-10-23 15:05:36
INV0000891,Ignite Equity,SOVEREIGN_FUND,CH,1979,6951,Y,REF_FEED_B,29-May-2022 15:26:52
INV0015781,Southpoint Cedarpoint Ventures,VC,CH,1993,3181,Y,MANUAL,2024-02-14 09:42:23
INV0010720,Liberty Eclipse Advisors,VC,SE,2016,303,Y,REF_FEED_B,26-Jan-2022 07:53:23
INV0022526,Gamma Lighthouse Partners,VC,IE,2003,16513,Y,REF_FEED_A,2023-09-01 20:12:44
INV0007384,Vanguard Jubilee Growth Partners,VC,SG,1953,10007,Y,REF_FEED_A,2022-10-20 09:34:24
INV0003488,Royal Management,CORP_VENTURE,JP,1982,2017,Y,REF_FEED_B,2022-10-14 04:25:27
INV0006045,Beta Pinehill Private Equity,VC,SG,1983,5305,Y,REF_FEED_A,2023-07-06 18:40:35
INV0021525,Eastgate Lighthouse Ventures,CORP_VENTURE,CA,1985,"4,228",Y,REF_FEED_B,04-Oct-2022 18:48:45
INV0010952,Southpoint Ascend Capital,PE,IE,2010,38450,Y,REF_FEED_A,2023-10-04 08:31:57
INV0011126,Equity Highland Capital,PE,IE,2009,772,Y,REF_FEED_B,13-Jan-2023 23:10:14
INV0020920,Synergy Northbridge Associates,VC,NL,1971,"11,997",Y,REF_FEED_A,2023-05-18 11:41:47
INV0009946,Polaris Empire Partners,VC,AU,1998,3152,Y,REF_FEED_A,2023-08-02 20:08:44
INV0001234,Quantum Atlas Asset Management,ANGEL,SG,1987,7712,Y,REF_FEED_B,25-Apr-2024 07:19:01
INV0015275,Alpha Vertex Group,PE,DE,1961,17683,Y,REF_FEED_B,08-Feb-2023 03:18:34
INV0021141,Momentum Terra Capital Partners,VC,FR,2010,943,Y,REF_FEED_A,2023-05-11 09:54:28
INV0015758,Regal Highland Private Equity,ANGEL,CA,2020,1713,Y,REF_FEED_A,2023-10-29 07:51:17
INV0023872,Crown Bayshore Investment Partners,VC,US,1993,4183,Y,REF_FEED_A,2022-05-05 23:49:58
INV0019369,Guardian Crown Holdings,VC,DE,1954,2917,Y,REF_FEED_A,2023-10-18 22:45:22
INV0019250,Bluerock Spectrum Equity,SOVEREIGN_FUND,AE,1996,1700,Y,REF_FEED_B,2023-06-30 05:07:11
INV0010173,Apex Titan Partners,PE,CN,1983,35188,Y,MANUAL,29/10/2023 22:20:58
INV0018789,Beta Summit Associates,ANGEL,FR,1970,9828,Y,MANUAL,2023-08-14 23:55:24
INV0014670,Fortune Cascade Capital,PE,JP,1963,1347,Y,REF_FEED_A,1690289209000
INV0016103,Silverstone Cedarpoint Equity,PE,IN,2011,5515,Y,REF_FEED_A,2022-11-09 19:28:38
INV0021386,Liberty Crown Group,HEDGE_FUND,IN,1961,2836,Y,REF_FEED_B,01-Apr-2022 16:12:34
INV0011681,Nexus Unity Asset Management,HEDGE_FUND,GB,2007,4563,Y,MANUAL,02/25/2024 12:43:24
INV0001292,Apex Ventures,VC,AE,2021,9102,Y,MANUAL,12/09/2022 11:04:43
INV0013112,Capital Vector Private Equity,PE,US,1991,5479,Y,REF_FEED_A,2022-09-01 06:26:41
INV0009610,Cedarpoint Kinetic Private Equity,VC,DK,1826,3278,Y,REF_FEED_A,2022-03-06 18:52:15
INV0017444,Southpoint Stellar Asset Management,VC,IE,1960,424,N,REF_FEED_A,2023-05-29 19:30:39
INV0009309,Spectrum Global Holdings,VC,IE,1962,23410,Y,REF_FEED_B,2022-06-13 04:39:28
INV0015817,Highland Northbridge Capital,CORP_VENTURE,FI,1988,837,Y,MANUAL,2023-07-06 05:14:02
INV0016165,Fusion Stratos Investments,VC,NO,1958,195,Y,REF_FEED_A,2024-02-27 22:20:12
INV0017244,Polaris Atlas Group,PE,FI,1957,17319,Y,REF_FEED_B,29-Apr-2022 10:47:11
INV0011968,Sapphire Ignite Capital,ANGEL,US,1965,2251,N,MANUAL,06/12/2024 13:19:31
